,title,rating,date,time,view,text,naver,photo
1482,먹어봐야 알겟지만 좋으면 좋겟어영!,5점,2020-09-03,02:27:43,4,먹어봐야 알겟지만 좋으면 좋겟어영!,1,1
1483,만족,5점,2020-09-03,02:25:33,4,강 력 추 천 합니다,1,0
1484,보통,3점,2020-09-02,07:22:47,3,꾸준히 챙겨 먹어 볼게요~,1,0
1485,사 랑 해 요 전 보 람 당 신 없 인 못 살 아 빅 토 리 ❤️,5점,2020-09-02,06:46:00,3,사 랑 해 요 전 보 람 당 신 없 인 못 살 아 빅 토 리 ❤️,1,1
1486,배송 초고속이야 보람짱 사랑행,5점,2020-09-02,06:45:59,3,배송 초고속이야 보람짱 사랑행,1,1
1487,만족,5점,2020-09-02,06:35:05,3,짱짱좋아요 싸고 잘샀,1,0
1488,한달분 먹고 효과가 좋아서 3개월분 구매합니다!! 격렬한 운동대신 매일 산책 20분만 했는데도 허리둘레가 ...,5점,2020-09-02,06:30:29,3,한달분 먹고 효과가 좋아서 3개월분 구매합니다!! 격렬한 운동대신 매일 산책 20분만 했는데도 허리둘레가 많이 줄어서 넘넘 좋았어요♡,1,1
1489,만족,5점,2020-09-02,06:14:54,3,위클리랩은 믿고 먹어요~,1,0
1490,만족,5점,2020-09-02,05:32:06,3,알약이라 그런지 먹기가 괜찮네용 ㅎㅎ,1,0
1491,보통,3점,2020-09-02,05:32:06,3,리아틀리는 잘 모르겠지만 이너플리 먹으면서 피부가 좀 좋아지는 기분이에요,1,0
1492,보통,3점,2020-09-02,05:32:06,3,효과가 눈에 확 들어오는 건 아니지만 좋아지는 기분입니다,1,0
1493,만족,5점,2020-09-02,05:32:06,3,잘먹고있습니다. ~~,1,0
1494,만족,5점,2020-09-02,05:05:26,3,거의 1년 넘게 먹고있는 콜라겐인데 피부 건선도 싹 사라지고 시간이 지날수록 피부도 건강해지는 것 같아요^^,1,0
1495,만족,5점,2020-09-02,05:05:26,3,배송이진짜빨라 바로먹을수있었어요.이제 먹기 시작했으니 효과좋으면 재구매해보겠습니다ㅋㅋ,1,0
1496,만족,5점,2020-09-02,04:34:21,3,"배송 왕왕 빨라요 ㅎㅎㅎ
두번째 구매 입니다 재구매~~",1,0
1497,만족,5점,2020-09-02,04:34:21,3,확실히 먹으면 좋은거같아요 ㅎㅎ,1,0
1498,별로 효과가 없어요ㅠ,3점,2020-09-02,04:26:53,3,별로 효과가 없어요ㅠ,1,1
1499,보통,3점,2020-09-02,04:09:39,3,"먹는 콜라겐 사려다가 묶여있는게 더 이득이라 사게됐어요
리뷰는 먹어봐야 알거 같네용",1,0
1500,보통,3점,2020-09-02,04:09:38,3,콜라겐챙겨먹어야되는 나이여서 구입했어요,1,0
1501,만족,5점,2020-09-02,04:05:18,3,가격대비 넘 조아여 ㅎㅎ헤,1,0
1502,넉넉하게 와서 먹어보려도요 보람님 믿고 먹어용,5점,2020-09-02,03:56:32,3,넉넉하게 와서 먹어보려도요 보람님 믿고 먹어용,1,1
1503,보통,3점,2020-09-02,02:51:07,3,항상먹는거이ㅣ욛ㄱㅅ,1,0
1504,꾸준히 먹기위해서 구매했어요~!,5점,2020-09-02,02:43:54,3,꾸준히 먹기위해서 구매했어요~!,1,1
1505,"라이틀리 ,,, 정말 물건이에요 ,,
화장실가고싶어서 아침 잠에서 깨어납니다
그리고! 아랫배 쏙 사라짐요! ...",5점,2020-09-02,02:26:13,4,"라이틀리 ,,, 정말 물건이에요 ,,
화장실가고싶어서 아침 잠에서 깨어납니다
그리고! 아랫배 쏙 사라짐요! 이제 없으면 불안해요",1,1
1506,보통,3점,2020-09-02,02:23:08,4,빠른배송 믿을수 있는 품질 감사합니다,1,0
1507,보통,3점,2020-09-02,02:23:08,4,항상 만족하고 먹고잇어요,1,0
1508,빠른배송 감사드려요 먹은지 얼마안되서 후기는 한달뒤에 ㅎㅎ,5점,2020-09-02,02:11:59,4,빠른배송 감사드려요 먹은지 얼마안되서 후기는 한달뒤에 ㅎㅎ,1,1
1509,보통,3점,2020-09-01,10:03:01,3,"처음에 효과를 못봐서 실망하다가 
마지막이다 싶어 다시 먹어보고있는데 
효과가 좀 알쏭달쏭하네용 ㅠㅎㅎ
다른 분들 후기 믿고 좀 더 먹어보려고요!",1,0
1510,보통,3점,2020-09-01,09:42:56,3,진짜 똥 잘 나와요,1,0
1511,보통,3점,2020-09-01,09:07:29,3,"열심히 먹고있어요
효과가 있길바래봅니다",1,0
1512,만족,5점,2020-09-01,09:07:29,3,좋아요!재구매 백프로입니다,1,0
1513,만족,5점,2020-09-01,06:42:01,3,배송 빠르구요 공구로 싸게ㅡ잘삿습니다,1,0
1514,보통,3점,2020-09-01,06:42:01,3,"몇번째 먹었는징...,,",1,0
1515,보통,3점,2020-09-01,06:31:28,3,효과는 모르겠어요.그닥 체중감소는 없는듯요..ㅜㅜ..샘플은 종류별로 다 챙겨줘서 좋았네요.하나씩 먹어보려구요.,1,0
1516,잘 받았어요 열심히 먹어 볼게요,4점,2020-09-01,05:50:55,3,잘 받았어요 열심히 먹어 볼게요,1,1
1517,만족,5점,2020-09-01,05:25:05,3,이거 좋아요! 매번 먹고있어요,1,0
1518,만족,5점,2020-09-01,05:25:05,3,"1년 이상 꾸준히 먹고있는 제품이에요
먹으면 먹는대로 효과 바로 느껴지고 안 챙겨먹으면 찝찝할 정도에요",1,0
1519,한 달 먹고 재구매인데 운동과 식단 함께하고 있지만 체중감량에는 효과없어요 그냥 배출이 좀 더 잘되는 느...,3점,2020-09-01,05:17:46,3,한 달 먹고 재구매인데 운동과 식단 함께하고 있지만 체중감량에는 효과없어요 그냥 배출이 좀 더 잘되는 느낌! 탄수화물 많이 좋아하고 다요트 중이지만 성분좋은 보보제 도움받고 싶은 마음에 8주 주문했어요~,1,1
1520,보통,3점,2020-09-01,05:13:28,3,"피부좋아질지
너무기대되용",1,0
1521,만족,5점,2020-09-01,04:40:31,3,전에 한번먹어봤는데~저렴한가격으로 구매했네요~~,1,0
1522,만족,5점,2020-09-01,04:33:12,3,아직 다 안먹어서 큰효과는 모르지만 기대하고 열심히하고잇어요!,1,0
1523,부지런히 먹고 꼭 효과보겠습니다^^,5점,2020-09-01,04:13:06,3,부지런히 먹고 꼭 효과보겠습니다^^,1,1
1524,만족,5점,2020-09-01,04:04:26,3,냄새가 많이 줄어요 진짜루,1,0
1525,효과도 좋고 배송도 진짜 빠르고 항상 구매해요!! 또 공구하면 구매할꺼에용 ㅎㅎ 자주 공구해주세여ㅠㅠ,4점,2020-09-01,03:56:19,3,효과도 좋고 배송도 진짜 빠르고 항상 구매해요!! 또 공구하면 구매할꺼에용 ㅎㅎ 자주 공구해주세여ㅠㅠ,1,1
1526,만족,5점,2020-09-01,03:46:00,3,좋은거 같아요~~~~,1,0
1527,만족,5점,2020-09-01,03:18:10,4,배송빨라요. 효과가 있었으면 좋겠어요,1,0
1528,만족,5점,2020-09-01,03:18:10,4,먹기전이지만 포장 안전하게 와서 맘에들어요,1,0
1529,만족,5점,2020-09-01,03:05:37,4,이거 진짜물건이에요 한달먹었는데 얼굴빵빵해졌다고 필러맞았냔소리 들었네용ㅋㅋ,1,0
1530,만족,5점,2020-09-01,03:05:37,4,안먹으면 허전해요.  꾸준히 먹어주는 영양제 네욤,1,0
1531,만족,5점,2020-09-01,03:05:37,4,먹기 간편해 자주 주문합니다.,1,0
1532,보통,3점,2020-09-01,02:52:12,4,일주일정도 먹었는데 좀 더 먹어봐야 효과를 알것같아요,1,0
1533,만족,5점,2020-09-01,02:32:38,4,항상 꼬박꼬박 챙겨먹는 콜라겐입니다! 꾸준히 먹는 습관을 들이니 항상 효과를 잘 보고있어요!,1,0
1534,보통,3점,2020-09-01,02:32:38,8,먹을만해요 근데 효과가 있는건지는 잘모르겠네요,1,0
1535,만족,5점,2020-09-01,02:31:24,4,,1,0
1536,만족,5점,2020-08-31,06:44:55,3,피부야 좋아져라!! 잘먹을게용~~,1,0
1537,만족,5점,2020-08-31,06:44:55,3,꾸준히 효과 봤으면 좋겠어요!,1,0
1538,만족,5점,2020-08-31,06:44:55,3,효과를 은근히 보는것 같아서 믿고 2달치 주문합니당!,1,0
1539,보통,3점,2020-08-31,06:44:55,3,다른건 모르게꼬 화장실자주가네요,1,0
1540,만족,5점,2020-08-31,06:33:12,3,"빠른배송덕분에 다이어트 잘 해보겠습니다.
효과는 아직입니다.",1,0
1541,만족,5점,2020-08-31,05:53:24,3,"유산균도종종 바꿔줘야한대서 바꿨습니다 꾸준히먹어야하는제품이라 매일매일챙겨먹으려구요 외출시에도
 하나씩챙겨다닐수있어서 좋아요",1,0
1542,보통,3점,2020-08-31,05:53:24,3,근데 이너클리는원래 약겉부분이 균열이 있는건가요?,1,0
1543,개별포장이라서 더 편리해요~',4점,2020-08-31,05:46:59,3,개별포장이라서 더 편리해요~',1,1
1544,만족,5점,2020-08-31,05:32:48,3,배송 완전 빨라요! 우선 4주 먹어보고 또 살지말지 결정해야겠어요! 감사합니다:),1,0
1545,"하루한번 화장실 가는중요
제발빠졌으묜 ㅠㅠ",4점,2020-08-31,05:14:41,3,"하루한번 화장실 가는중요
제발빠졌으묜 ㅠㅠ",1,1
1546,보통,3점,2020-08-31,05:11:59,3,칼배송와서 넘 좋구 지금 3일째 복용 중인데 일단 화장실을 무지 잘가네요 ㅎㅎ 식단이랑 운동 열심히해서 효과 보겠습니당!,1,0
1547,보통,3점,2020-08-31,05:11:59,3,진짜 칼배송에 효과도 좋아요 죄책감 덜어주는 친구,1,0
1548,만족,5점,2020-08-31,04:57:47,3,말해뭐해요이너플리짱,1,0
1549,보통,3점,2020-08-31,04:35:48,3,오자마자 바로 먹고 운동햇어욤. 시작한지 얼마안되서 효과가 어떤진 더 봐야 알겟고 운동 열심히 할게요~,1,0
1550,보통,3점,2020-08-31,04:35:48,3,매달 시킴니다 ㅎㅎ 좋은것같아욯,1,0
1551,보통,3점,2020-08-31,04:35:48,3,배송 빨라요! 이제 처음 시킨거라서 아직 먹어봐야 알겠지만 다 맘에들어용ㅎㅎ,1,0
1552,만족,5점,2020-08-31,04:35:48,3,전  너무 만족합니다. 다욧 시작하면서 화장실가기가 힘들엇는데 요즘은  ㅎㅎ,1,0
1553,만족,5점,2020-08-31,04:13:41,3,너무 너무 좋아요 ㅎㅎㅎ,1,0
1554,만족,5점,2020-08-31,04:13:41,4,"알약이 생각보다 큰 점? 빼고는 괜찮은거 같네요
알약을 잘 못먹어서 어려움은 잇지만 후기들 처럼 좋은것 같아요
비써지만 사먹는 이유가 있엉 ㅋㅋㅋ
다음엔 보라색도 구매해볼게요!",1,0
1555,총알배송에 체지방과 피부 둘 다 잡으려고 두 가지 제품 모두 구입했어요ㅎㅎ 한달 후 후기에 얼마나 변화있...,4점,2020-08-31,03:53:06,3,총알배송에 체지방과 피부 둘 다 잡으려고 두 가지 제품 모두 구입했어요ㅎㅎ 한달 후 후기에 얼마나 변화있는지 적어볼게요^^,1,1
1556,너무조아요~ 저분자 콜라겐~진짜 효과가 이렇게 빨리 보이겠어? 하고 하루먹고 잤는데 ..아침에 거울보고 놀...,5점,2020-08-31,03:53:06,3,너무조아요~ 저분자 콜라겐~진짜 효과가 이렇게 빨리 보이겠어? 하고 하루먹고 잤는데 ..아침에 거울보고 놀랬어요..뭔가 피부가 안에서 광이나요...저 속건조 엄청심한편인데 이거 왜이제야먹었나 싶어요...,1,1
1557,"이제먹기시작햇디만 보람언니믿고먹어봐요! 
변비가잇던건아니지만 먹기시작한지 3일짼데 더 편하게 화장실...",4점,2020-08-31,03:53:05,3,"이제먹기시작햇디만 보람언니믿고먹어봐요! 
변비가잇던건아니지만 먹기시작한지 3일짼데 더 편하게 화장실가는 느낌이에요! 더찌지않길바라고 쪼끔이라도 빠지면 땡큐고!",1,1
1558,만족,5점,2020-08-31,03:23:02,4,믿고 먹겠습니다 ㅠㅠ 제발 살들아 꺼져,1,0
1559,"효과있어요 거의 8개월정도 먹고있는데 더 꾸준히 먹어야겠어요~~""~",5점,2020-08-31,03:19:28,4,효과있어요 거의 8개월정도 먹고있는데 더 꾸준히 먹어야겠어요~~&quot;~,1,1
1560,만족,5점,2020-08-31,03:08:16,4,꾸준히 잘 먹고 있어요~~,1,0
1561,만족,5점,2020-08-31,02:58:27,4,공구하셔서 샀는데 엄청 좋아요,1,0
1562,"배송도 잘오고
효과 좋다는 후기가 많아 기대됩니다~*^^*
어제 한 봉지씩 먹어봤는데 알약갯수는 많은거같은...",5점,2020-08-31,02:43:47,4,"배송도 잘오고
효과 좋다는 후기가 많아 기대됩니다~*^^*
어제 한 봉지씩 먹어봤는데 알약갯수는 많은거같은데
목넘김이 좋아요~",1,1
1563,일주일 먹었어요. 아직 더 먹어봐야 알겠지만 괜찮은 것 같아요.,4점,2020-08-31,02:43:46,4,일주일 먹었어요. 아직 더 먹어봐야 알겠지만 괜찮은 것 같아요.,1,1
1564,보통,3점,2020-08-31,02:28:28,4,한달치 먹고 효과는 모르겟지만 배변활동에 효과가 있는 거 같아 한번 더 사봤어요 ~ 믿고 먹어보려구여,1,0
1565,만족,5점,2020-08-30,07:23:15,3,배송진짜빨라요 안전배송 총알배송,1,0
1566,보통,3점,2020-08-30,06:47:40,3,"배송 빠르네요
뱃살 좀 박살났으면 좋겠습니다",1,0
1567,만족,5점,2020-08-30,05:40:10,4,괜차나나나난나낭우뉴뉸,1,0
1568,만족,5점,2020-08-30,05:40:10,3,매일 챙겨먹고있눈데 아직 변화는 없지만 화장실은 잘 가는거같아서 챙겨먹고있어요! 후기에서 본데로 초반에는 배아픔이 있었는데 먹다보니 그건 없어졌어요,1,0
1569,배송은빨라요 잘먹어볼께요,4점,2020-08-30,05:33:22,3,배송은빨라요 잘먹어볼께요,1,1
1570,만족,5점,2020-08-30,05:18:58,3,배송도 빠르고 항상 먹는 제품이에용,1,0
1571,만족,5점,2020-08-30,05:18:58,3,"효과너무느껴서
12주짜리 하나는 제가 하나는 동생보내주려고
따로 두개 샀어요
라이틀리는 첨엔 사기당했나 싶은데ㅋㅋ
정확히 먹은지 2주때부터
효과나오구요 일단 변비인데 그게 싹 고쳐졌습니다
꾸준히오래드시면 더 효과보실듯하구요~♡
먹다가 안먹으면 확실히 아아..라이틀리 계속먹어야하는구나 라는 생각이 들어서 재구매 하시게될겁니다",1,0
1572,만족,5점,2020-08-30,05:18:58,3,"효과너무느껴서
12주짜리 하나는 제가 하나는 동생보내주려고
따로 두개 샀어요
라이틀리는 첨엔 사기당했나 싶은데ㅋㅋ
정확히 먹은지 2주때부터
효과나오구요 일단 변비인데 그게 싹 고쳐졌습니다
꾸준히오래드시면 더 효과보실듯하구요~♡
먹다가 안먹으면 확실히 아아..라이틀리 계속먹어야하는구나 라는 생각이 들어서 재구매 하시게될겁니다",1,0
1573,만족,5점,2020-08-30,04:53:13,3,늘잘 먹고있는 제품이예요,1,0
1574,만족,5점,2020-08-30,04:53:13,3,이거먹고 화장실을잘가요,1,0
1575,만족,5점,2020-08-30,04:53:13,3,항상 믿고 먹는 제품ᆢ장기구매해서 먹고잇어요ㆍ꾸준히 먹으면 효과잇겟죠ᆢᆢ하며 믿고먹어용,1,0
1576,보통,3점,2020-08-30,04:53:13,3,예전에 비해 효과가 조금 떨어지는 느낌이 있어요.. 저만 그렇게 느끼는게 아니고 주변 친구들도 그렇게 얘길 하네요 성분이 바뀌거나 한건 아닐텐대 왜그럴까요,1,0
1577,만족,5점,2020-08-30,04:39:51,3,효과좋아서 재구매 합니다!!,1,0
1578,"택배 잘 받았어요 
효과는 꾸준히 먹어봐야 알고가타요",5점,2020-08-30,04:29:51,3,"택배 잘 받았어요 
효과는 꾸준히 먹어봐야 알고가타요",1,1
1579,보통,3점,2020-08-30,04:16:19,3,아직 효과는 잘모르겟지만 먹어볼게요!,1,0
1580,보통,3점,2020-08-30,03:58:28,3,배송은 느렸지만 깔끔한  포장에 만족했어요!,1,0
1581,만족,5점,2020-08-30,03:40:24,3,생각보다 효과 좋은거 같아요..! 한달분 먹고있는데 굳굳,1,0
1582,만족,5점,2020-08-30,02:43:21,4,오 좋은거같아요 먹어볼게요,1,0
1583,"5g급 배송하며, 제품 또한 엄지척! 처음공구 4주분 주문했는데~ 좋아서 이번엔 8주분으로 고고! 잘 먹을께염...",5점,2020-08-30,02:40:06,4,"5g급 배송하며, 제품 또한 엄지척! 처음공구 4주분 주문했는데~ 좋아서 이번엔 8주분으로 고고! 잘 먹을께염^^ 같이 건강해요 우리.",1,1
1584,너무너무 좋아요 역시 믿고 구매해요 짱입니당,5점,2020-08-30,02:32:59,4,너무너무 좋아요 역시 믿고 구매해요 짱입니당,1,1
1585,다 먹어봤는데 라이틀리가 젤 좋았어요,5점,2020-08-29,12:47:45,3,분홍이초록이 연홍이연녹이 세리박스 딥트3일 뭐시기 저시기 좋다는거 다 먹어봤는데 라이틀리가 젤 부드럽게 배 안 아프고 배변활동 좋았어요~ 그래서 올리브영에서 1주치씩 사먹다가 12주치 사봤어요~,0,1
1586,무리한 다이어트 이후로 생리불순,5점,2020-08-29,12:45:50,3,와서 6개월 정도 동안 한 번 했거든요 ㅠ 이거 먹고 효과 있길 바래봅니다.ㅠㅠ,0,1
1587,보통,3점,2020-08-29,07:46:07,3,먹어보고 효과있으면 재구매할게요,1,0
1588,보통,3점,2020-08-29,07:46:07,3,먹어보고 효과있으면 재구매할게요,1,0
1589,보통,3점,2020-08-29,07:29:25,3,늘 먹던거고 좋은거 같아요,1,0
1590,보통,3점,2020-08-29,07:29:25,3,좋아요좋아요좋아요좋아요,1,0
1591,만족,5점,2020-08-29,06:37:42,3,"재구매 합니다
배송도 빠르고 좋아요",1,0
1592,만족,5점,2020-08-29,06:10:53,3,"배송 빠르구요
역시나 맘에듭니다
잘먹고 날씬이 피부미인될겁니다",1,0
1593,만족,5점,2020-08-29,06:10:53,3,빠르고 꼼꼼한 포장 좋아요!,1,0
1594,최고체공 꾸준히먹는중이에용,5점,2020-08-29,06:10:30,5,최고체공 꾸준히먹는중이에용,1,1
1595,배송도 빨라서 만족해요 간편해서 휴대용으로도 편하네요 처음 구매해보는데 효과 꼭 보고 싶네요^^ 기대됩...,5점,2020-08-29,05:47:18,3,배송도 빨라서 만족해요 간편해서 휴대용으로도 편하네요 처음 구매해보는데 효과 꼭 보고 싶네요^^ 기대됩니다 매일매일 챙겨먹어야겠어요,1,1
1596,만족,5점,2020-08-29,05:38:20,3,좋습니다. 가격도 좋고 배송도 빠릅니다.,1,0
1597,보통,3점,2020-08-29,04:33:38,3,"배송 진짜 빨라요 하루만에 왔습니다 굳굳
아직 먹어보지는 않았는데 후기가 좋아서 기대되네요",1,0
1598,만족,5점,2020-08-29,04:33:38,3,좋아요 꾸준히 먹어보고 있어요. 첫맛이 쫌 쓰네요,1,0
1599,두번째 재구매 입니다 식사후에 간단이 가지고 다니면서 먹을수 있는 다이어트 보조 식품이라서 편하고 효과...,4점,2020-08-29,04:28:07,3,두번째 재구매 입니다 식사후에 간단이 가지고 다니면서 먹을수 있는 다이어트 보조 식품이라서 편하고 효과가 진짜 있습니다,1,1
1600,만족,5점,2020-08-29,04:07:49,3,제가 한 번 먹어보겠습니다,1,0
1601,보통,3점,2020-08-29,04:07:49,3,"일주일치 일단 먹어봤는데 너무 기간이 짧아 그런지 영 모르겠어요,, 근데 마시는것보단 맛이 안느껴져서 4알 이지만 먹기는 좋았어요.",1,0
1602,만족,5점,2020-08-29,03:54:20,3,"하루 분 씩 포장되어 있어 정말 좋아요
꾸준히 먹으면 좋을 것 같구요 ㅋㅋ",1,0
1603,만족,5점,2020-08-29,03:54:20,3,배송미쳤다.....너무좋아요,1,0
1604,"일단 배변이 엄청 잘 되는 것 같아요..ㅎ 특히 탄수화물 많이 먹은 날에는 화장실을 하루에 몇번씩 가는징
...",3점,2020-08-29,03:17:36,3,"일단 배변이 엄청 잘 되는 것 같아요..ㅎ 특히 탄수화물 많이 먹은 날에는 화장실을 하루에 몇번씩 가는징
식단이랑 운동도 병행하는데 솔찍히 체중감량에 도움은 못받았지만 성분도 좋고 배변 잘되는 것 만으로도 먹을 만해서한번 더 구매합니다",1,1
1605,세일할때 저렴하게 구매했어요. 안먹으면 괜히 불안한 제품.,5점,2020-08-29,02:12:26,4,세일할때 저렴하게 구매했어요. 안먹으면 괜히 불안한 제품.,1,1
1606,보통,3점,2020-08-28,07:43:54,3,하루에 몇알을 나눠 먹어야 해서 매일 까먹어요. 아침이랑 저녁에 두번 겨우 먹다보니 효과를 잘 모르겠어요. 꼭 이렇게 나눠 먹게끔 해야했나요? 불편해요.,1,0
1607,만족,5점,2020-08-28,06:59:17,3,일주일째먹고있는데기분탓인가얼굴이촉촉하고탠숀이생긴것같은느낌5주다먹어보고...,1,0
1608,만족,5점,2020-08-28,06:59:17,3,배송 진짜 빠르넹요ㅎ ㅎ,1,0
1609,늘먹던거예요 효과는솔직히잘은모르겠지만챙겨먹어요,5점,2020-08-28,06:37:41,3,늘먹던거예요 효과는솔직히잘은모르겠지만챙겨먹어요,1,1
1610,배송빨라서 좋아요!!,5점,2020-08-28,06:08:39,3,배송빨라서 좋아요!!,1,1
1611,만족,5점,2020-08-28,05:02:16,3,"먹다가 안먹으니까 바로 피부가 안좋아지는것같아서 다시 구매하고 역시 잘 먹고있습니다 
다먹으면 또살거에요!!",1,0
1612,만족,5점,2020-08-28,04:38:24,3,효과가 있는지는 아직 잘 모르겠어요,1,0
1613,만족,5점,2020-08-28,03:57:34,4,민낯에서 광채가 나기 시작. 리뷰안믿고 내피부에 뭐라도 해보자 그냥 먹기시작했는데 거울볼때마다 고개 요리조리 돌리는 버릇생겼어요 ㅋㅋ 광채오이는게 신기.,1,0
1614,보통,3점,2020-08-28,03:57:34,3,배송도빨라서좋아구요,1,0
1615,만족,5점,2020-08-28,03:38:55,3,꾸준히 막고 있는데 좋은거 같아요,1,0
1616,만족,5점,2020-08-28,03:19:21,3,배송이 빠르고 꼼꼼하게 포장되서 와서 좋아요,1,0
1617,만족,5점,2020-08-28,03:19:21,3,배송도빠르고좋아요.,1,0
1618,만족,5점,2020-08-27,07:15:54,3,지인 추천용으로 사줬어요. 좋아했으면 좋겠네요ㅎ,1,0
1619,만족,5점,2020-08-27,06:43:29,4,배송빠르고 만족해요,1,0
1620,만족,5점,2020-08-27,06:43:29,3,배송빠르고 만족해요,1,0
1621,보통,3점,2020-08-27,06:43:29,4,다이어트는 제가 먹을거 다먹어서 ㅎㅎㅎ 체중감량은 어렵지만 화장실은 매일매일 갈 수있어서 좋아용,1,0
1622,만족,5점,2020-08-27,06:19:08,3,"몇번째재구매인지......
그냥 믿고갑니다!!!!
콜라겐중 최곱니다!!!",1,0
1623,불만족,1점,2020-08-27,06:03:50,3,저는 못먹겠네요 비위가 넘 약한편 인가봐요,1,0
1624,만족,5점,2020-08-27,04:38:51,4,한동안 꾸준히 먹다가 안먹엇더니 푸석푸석해진거같아서 다시 구매햇어요 먹고나니 확실히 피부가 더 탱탱해보여요 ㅎㅎ,1,0
1625,보통,3점,2020-08-26,07:57:54,4,잘먹고잇어요 감사합니다,1,0
1626,보통,3점,2020-08-26,07:57:54,3,잘먹고잇어요 감사합니다,1,0
1627,불만족,1점,2020-08-26,07:21:11,5,아직 특별한 징후가 안보임,1,0
1628,불만족,1점,2020-08-26,06:28:24,5,"별로에요
전혀 모르겠어요",1,0
1629,보통,3점,2020-08-26,05:51:50,3,열심히 먹을게요! 살 빠지길 바래요 ㅠㅠ,1,0
1630,"안먹어봐서 효과는 기대중이구요
과대포장이 거슬려요
한박스가 일주일치라니.. 
식구들몰래 먹기엔 너무 눈...",4점,2020-08-26,05:39:16,4,"안먹어봐서 효과는 기대중이구요
과대포장이 거슬려요
한박스가 일주일치라니.. 
식구들몰래 먹기엔 너무 눈에 확~~ 띄어요~ㅋ",1,1
1631,보통,3점,2020-08-26,05:35:25,3,아직 잘 모르겟습니다,1,0
1632,보통,3점,2020-08-26,05:02:16,4,아직은 잘모르겠는데 꾸준히먹으면 효과 있겠죠 ?!!,1,0
1633,"배송 너무 늦게왓어요
사용하긴 편한데 효과는 잘모르겠어요
두번써봣는데 더써봐야 알꺼같아요",4점,2020-08-26,04:17:22,5,"배송 너무 늦게왓어요
사용하긴 편한데 효과는 잘모르겠어요
두번써봣는데 더써봐야 알꺼같아요",1,1
1634,만족,5점,2020-08-26,04:16:39,6,잘먹고 후기 남길게요,1,0
1635,보통,3점,2020-08-26,03:56:32,4,라이틀리는 제가 원래도 장이 예민한편이라 그런지 배가 계속아프고 배탈난 느낌이라 친구들에게 나눠줬습니다.이너플리는 아직 먹는중이고 크게불편함은 없어서 더 먹어보려구요~,1,0
1636,만족,5점,2020-08-26,03:34:43,4,작년에 처음 접했어요. 먹고 다음날 화장할 때 느낌이 와~꾸준히 먹고 주변에 소개도 시켰더랬죠~그러다 모때문인지 잊고 살다 반년만에 다시 구입!요새  피부트러블도 심하고 쳐지고 팔자주름도 점점 심해져 다른거 비교도 안해보고 질렀네요~일주일째인데 열심히 먹고있어요. 모공 효과는 있는듯 합니다. 8주 열심히 먹어볼게요~,1,0
1637,만족,5점,2020-08-26,03:22:15,6,항상 먹던거 ㅋㅋ ㄱ,1,0
1638,일주일만먹어보쟈했는데...화장실 진짜갑니다..한 3일만에..그래서 진짜이거때문인가 싶어서 다시 일주일 먹...,5점,2020-08-26,02:42:14,4,일주일만먹어보쟈했는데...화장실 진짜갑니다..한 3일만에..그래서 진짜이거때문인가 싶어서 다시 일주일 먹어볼라구요,1,1
1639,보통,3점,2020-08-25,06:38:47,6,배송이 빨라서 좋습니다|~~~효과 있는지 궁금하네요 꾸준히 먹어보겠습니다,1,0
1640,보통,3점,2020-08-25,06:06:23,4,아직먹고잇는중이라서 꾸준히먹어볼께요,1,0
1641,만족,5점,2020-08-25,06:06:23,5,아직 효과는 모르겠지만 부작용도 없는 것 같네요,1,0
1642,보통,3점,2020-08-25,05:27:14,5,확실하게 효과가 나타나진 않는것같아요,1,0
1643,"하루 한봉지씩 포장되어 편하네요! 이번에는 성공감!
배송도 빠른 편이에요!ㄱ",5점,2020-08-25,04:00:08,4,"하루 한봉지씩 포장되어 편하네요! 이번에는 성공감!
배송도 빠른 편이에요!ㄱ",1,1
1644,낱개 포장되어 휴대도 간편하고 먹기도 편리합니다. 확실히 아침에 화장실 가기가 편해졌어요. 한 달간 먹어...,5점,2020-08-25,03:51:47,3,낱개 포장되어 휴대도 간편하고 먹기도 편리합니다. 확실히 아침에 화장실 가기가 편해졌어요. 한 달간 먹어보고 다시 리뷰 남기겠습니다.,1,1
1645,만족,5점,2020-08-25,03:32:56,5,좋은것같아요 꾸준히 잘먹을게요!!!,1,0
1646,50개짜리 주문했는데 7일분 8개가 왔네요 6개이득ᆢ꾸준히 섭취중입니다 믿고 먹는 콜라겐~,5점,2020-08-25,02:40:17,7,50개짜리 주문했는데 7일분 8개가 왔네요 6개이득ᆢ꾸준히 섭취중입니다 믿고 먹는 콜라겐~,1,1
1647,"한달넘게 복용중인데 피부가 반짝반짝 윤이나는것같고, 볼살도 차오른느낌입니다",5점,2020-08-25,02:40:17,3,"한달넘게 복용중인데 피부가 반짝반짝 윤이나는것같고, 볼살도 차오른느낌입니다",1,1
1648,만족,5점,2020-08-24,17:53:27,4,효과 있는거 같아요 근데 넘 비싸다는점 ㅠㅠ,1,0
1649,불만족,1점,2020-08-24,17:53:27,5,"색ㅇㅣ 노란색으로 변하는데ㅠㅠ
문제있거나 그런건 아니겠죠..?",1,0
1650,만족,5점,2020-08-24,17:33:34,5,잘 먹고 있습니다~,1,0
1651,만족,5점,2020-08-24,17:12:55,5,배송 포장상태 모두 만족해요,1,0
